uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	album_popularity	release_date	total_tracks	album_uri	artist_uri	artist_popularity
spotify:track:003FTlCpBTM4eSqYSWPv4H	0.553	0.717	7	-5.857	1	0.0318	0.0000648	0.128	0.0385	0.318	127.947	233267	4	60	2002	11	spotify:album:0TvOeelcHQXYgPcyQiLhyR	spotify:artist:3vAaWhdBR38Q02ohXqaNHT	68
spotify:track:6ryDGsqVkfCy1smUI4Fqu2	0.607	0.183	7	-14.372	1	0.0445	0.867	0.000513	0.183	0.373	81.975	171680	4	48	2015	14	spotify:album:00vIbcUe4eGeNezbmT3525	spotify:artist:5hAhrnb0Ch4ODwWu4tsbpi	59
spotify:track:010ALbbh5KlQ4fKWgSdhRd	0.37	0.0772	0	-19.322	1	0.0414	0.642	0.69	0.112	0.0954	119.942	287893	4	61	1996	12	spotify:album:4mhpbf7jYc0L1nBceoebIE	spotify:artist:37w38cCSGgKLdayTRjna4W	68
spotify:track:1G1R0XgChe18Zr1o6tlmN6	0.444	0.26	7	-10.045	1	0.0316	0.964	0.0815	0.125	0.121	120.443	211613	4	64	2022	1	spotify:album:12fNudihprFoc3Jj5nGFkF	spotify:artist:00FQb4jTyendYWaN8pK0wa	91
spotify:track:01Q3OyB05mLgH01fpdAMPP	0.426	0.228	2	-10.552	1	0.0322	0.198	0.13	0.0832	0.0822	147.994	343253	4	73	2011	22	spotify:album:6EB14IXV5oyOiItGBv7mtG	spotify:artist:63MQldklfxkjYDoUE4Tppz	73
spotify:track:6tDDoYIxWvMLTdKpjFkc1B	0.653	0.524	11	-9.016	0	0.0502	0.112	0	0.203	0.553	83.97	160191	4	76	2020	13	spotify:album:00wSTrFxoSzA7eeS1UxHgd	spotify:artist:1U1el3k54VvEUzo3ybLPlM	83
spotify:track:045sp2JToyTaaKyXkGejPy	0.454	0.229	2	-12.592	1	0.0297	0.167	0.102	0.202	0.134	73.552	290707	4	0	1995	12	spotify:album:500FEaUzn8lN9zWFyZG5C2	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:0PERS23jNsjcjBywXLvpyc	0.646	0.758	10	-4.34	1	0.0314	0.191	0.097	0.103	0.424	91.998	249067	4	53	2010	11	spotify:album:4EbDqql0TmQPSDaSgDnoEZ	spotify:artist:1l9d7B8W0IHy3LqWsxP2SH	69
spotify:track:05evePUsIT1cmIURp1hgu6	0.429	0.88	9	-8.013	0	0.109	0.0206	0.698	0.607	0.255	148.965	259200	3	0	1995	12	spotify:album:500FEaUzn8lN9zWFyZG5C2	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:2RaGRh57p4OtzpXtr65Nws	0.383	0.835	8	-5.07	1	0.049	0.0194	0.189	0.153	0.17	120.268	318800	4	36	2007	10	spotify:album:018fr4NxxsR6o5TbVpzsIy	spotify:artist:5isqImG0rLfAgBJSPMEVXF	53
spotify:track:05uGBKRCuePsf43Hfm0JwX	0.324	0.265	2	-13.398	1	0.0302	0.0732	0.341	0.366	0.208	133.568	226667	4	77	1973	10	spotify:album:4LH4d3cOWNNsVw41Gqt2kv	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	82
spotify:track:2FjoCQaBoiEKs3FCvD0HkR	0.531	0.422	10	-7.081	1	0.0571	0.219	0.0198	0.0608	0.579	188.056	280200	4	61	2019	18	spotify:album:1A3nVEWRJ8yvlPzawHI1pQ	spotify:artist:5BvJzeQpmsdsFp4HGUYUEx	67
spotify:track:06KakoES48DwEoAiUIdjmg	0.442	0.435	11	-8.459	0	0.0261	0.392	0.0974	0.0982	0.487	155.204	239227	3	59	2017	23	spotify:album:0tzfI6NFJqcJkWb23R3lRZ	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:7falOwHJ9MjskdcNehIh79	0.399	0.854	10	-4.97	0	0.0294	0.00107	0.00000396	0.0893	0.872	172.478	240387	4	61	2006	13	spotify:album:02Ird1pnGUdA6ruy87cxVa	spotify:artist:53A0W3U0s8diEn9RhXQhVz	75
spotify:track:07XaOyTS5hyaWiUK1Bc3bR	0.401	0.132	0	-15.569	1	0.0355	0.938	0.102	0.1	0.0381	136.142	283464	4	64	2016	11	spotify:album:2ix8vWvvSp2Yo7rKMiWpkg	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:4QK1qv4mgsfdWmMzp1Z3fx	0.58	0.636	2	-6.649	1	0.0262	0.191	0.0313	0.0915	0.38	105.037	212572	3	46	2018	4	spotify:album:4aSylUJ8AnwjQ6BO9dtgGk	spotify:artist:04hYGGSjYtLekuuJXEGrIl	52
spotify:track:07eGxuz8bL6QMsRqEe1Adu	0.2	0.466	9	-12.298	1	0.0486	0.557	0.702	0.108	0.0572	136.913	606850	5	54	1999	10	spotify:album:1DMMv1Kmoli3Y9fVEZDUVC	spotify:artist:6UUrUCIZtQeOf8tC0WuzRy	58
spotify:track:5ubHAQtKuFfiG4FXfLP804	0.592	0.637	11	-8.48	1	0.0992	0.562	0	0.13	0.565	159.701	185093	4	74	2011	16	spotify:album:02pi98kE0nra0yBqCStzbC	spotify:artist:6eUKZXaKkcviH0Ku9w2n3V	92
spotify:track:086myS9r57YsLbJpU0TgK9	0.691	0.631	2	-6.478	1	0.0368	0.0483	0.0000113	0.104	0.8	92.004	161124	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:0Tel1fmuCxEFV6wBLXsEdk	0.589	0.227	2	-16.67	1	0.0498	0.64	0.00469	0.0248	0.182	74.993	280853	4	74	2011	16	spotify:album:02pi98kE0nra0yBqCStzbC	spotify:artist:6eUKZXaKkcviH0Ku9w2n3V	92
spotify:track:08Hncs1L3PYHpfsb8sYdmQ	0.59	0.943	2	-5.941	1	0.056	0.32	0.0291	0.366	0.128	122.016	499853	4	50	1989	12	spotify:album:6DZNOsLXIU2zOQfQDwDpIS	spotify:artist:7bu3H8JO7d0UbMoVzbo70s	77
spotify:track:1XpYodsD36XN7ygcdF7mJJ	0.642	0.289	9	-9.918	1	0.0367	0.669	0	0.18	0.407	84.996	258373	4	74	2011	16	spotify:album:02pi98kE0nra0yBqCStzbC	spotify:artist:6eUKZXaKkcviH0Ku9w2n3V	92
spotify:track:08Isz2ETWSBhvIl8UpKYsp	0.768	0.487	4	-8.936	0	0.0431	0.24	0	0.175	0.722	137.034	170388	4	73	2022	1	spotify:album:5Zcgog7sQ79ISF32y9nABU	spotify:artist:5r3wPya2PpeTTsXsGhQU8O	76
spotify:track:0tkBOcK7oRVXQJY97zzSvr	0.589	0.481	0	-4.801	1	0.0285	0.273	0.0000133	0.0986	0.176	93.568	228293	4	74	2013	10	spotify:album:4EK8gtQfdVsmDTji7gBFlz	spotify:artist:26T3LtbuGT1Fu9m0eRq5X3	76
spotify:track:0BCPKOYdS2jbQ8iyB56Zns	0.577	0.749	5	-7.215	0	0.0279	0.599	0.0115	0.183	0.255	130.97	307880	4	81	2002	11	spotify:album:0RHX9XECH8IVI3LNgWDpmQ	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:5ZdzNVOmCSp5HFLk0EgvJS	0.469	0.955	10	-4.253	1	0.0432	0.000343	0.00000135	0.548	0.462	143.853	193653	4	62	2005	13	spotify:album:03kOqFjrxiwkgvj2ExN6ii	spotify:artist:3vAaWhdBR38Q02ohXqaNHT	68
spotify:track:0DAsxISzun85PbsqAfIzeC	0.617	0.778	9	-8.871	0	0.027	0.459	0.925	0.128	0.152	100.363	127920	4	0	2009	11	spotify:album:2rmMeEq5D1Bg7YFRwtHBDr	spotify:artist:3iOvXCl6edW5Um0fXEBRXy	68
spotify:track:5rAff9XfcWx7rguN3t0fkW	0.39	0.37	7	-8.288	0	0.0457	0.474	0.00013	0.115	0.0909	176.526	335480	3	57	2007	9	spotify:album:1R8kkopLT4IAxzMMkjic6X	spotify:artist:066X20Nz7iquqkkCW6Jxy6	61
spotify:track:0DJBgBiYeSn6n1AXAkFVE8	0.601	0.583	8	-5.725	0	0.263	0.144	0.0000973	0.183	0.32	148.785	208760	4	80	2018	14	spotify:album:3pLdWdkj83EYfDN6H2N8MR	spotify:artist:1CoZyIx7UvdxT5c8UkMzHd	73
spotify:track:1EzrEOXmMH3G43AXT1y7pA	0.703	0.444	11	-9.331	1	0.0417	0.559	0	0.0973	0.712	150.96	242947	4	74	2008	12	spotify:album:04G0YylSjvDQZrjOfE5jA5	spotify:artist:4phGZZrJZRo4ElhRtViYdl	74
spotify:track:0DRvClQbN9znQ295sx76VC	0.51	0.622	2	-5.727	1	0.0242	0.0108	0.00000411	0.127	0.424	99.934	196027	4	28	2017	10	spotify:album:7CCwkPweMxKq8yWkVerH6T	spotify:artist:3kzwYV3OCB010YfXMF0Avt	63
spotify:track:3L80FHW2NswspNHsJfQm85	0.546	0.373	0	-9.154	0	0.0277	0.862	0.929	0.0982	0.0919	87.983	218182	4	35	2019	10	spotify:album:1sgAanfg8fmIFXFbuPBBeO	spotify:artist:3Ww8GMbCDMAGwJJ2hd7z7z	60
spotify:track:0EG3HTklKQCIpM2IlGpOQ1	0.605	0.344	6	-11.941	1	0.0326	0.794	0.00000298	0.083	0.407	101.024	339067	1	41	1983	12	spotify:album:1gbXSugItahLJUkByxlCHw	spotify:artist:61JrslREXq98hurYL2hYoc	77
spotify:track:5FY6QpvB4NDI14MCx5T9xi	0.368	0.329	5	-12.618	1	0.0299	0.695	0.00999	0.105	0.0859	93.679	300400	4	68	2009	13	spotify:album:06UoTVgpPiGnRPGjowrG3g	spotify:artist:5sXaGoRLSpd7VeyZrLkKwt	68
spotify:track:0GRBFjza23Im7Xb16c9AaK	0.33	0.342	11	-14.09	1	0.0404	0.734	0.671	0.129	0.0795	142.95	422518	4	64	1973	8	spotify:album:0GqpoHJREPp0iuXK3HzrHk	spotify:artist:36QJpDe2go2KgaRleHCDTp	79
spotify:track:7mjSHL2Eb0kAwiKbvNNyD9	0.48	0.542	0	-8.51	1	0.0348	0.345	0.000609	0.113	0.567	152.853	200560	4	73	1970	11	spotify:album:44VxbAytHpVi3Rq8hRhild	spotify:artist:08F3Y3SctIlsOEmKd6dnH8	71
spotify:track:0GegHVxeozw3rdjte45Bfx	0.628	0.5	6	-9.66	0	0.0268	0.44	0	0.244	0.68	124.932	147027	4	64	2008	11	spotify:album:5GRnydamKvIeG46dycID6v	spotify:artist:4EVpmkEwrLYEg6jIsiPMIb	67
spotify:track:476V2d6iA2tWXgQboKmTtA	0.495	0.326	7	-12.29	1	0.0365	0.541	0.0000885	0.0996	0.371	136.243	221120	4	73	1970	11	spotify:album:44VxbAytHpVi3Rq8hRhild	spotify:artist:08F3Y3SctIlsOEmKd6dnH8	71
spotify:track:0HXg2FtGDBsD7fGi99vxdt	0.233	0.459	2	-11.409	0	0.0326	0.747	0.00845	0.339	0.412	135.481	190573	4	22	2006	7	spotify:album:5xoQ4ZO61r39zz3Fn7mNT9	spotify:artist:2Jv5eshHtLycR6R8KQCdc4	58
spotify:track:0JuJ0M9ZaKDwXms3rUh1Hk	0.244	0.259	10	-9.591	1	0.035	0.915	0	0.158	0.19	76.973	251185	4	51	2017	6	spotify:album:06YsuIiMmeV7GzKNTxNy59	spotify:artist:2jAzx88tHo3KNYauXANisl	48
spotify:track:5x42CjqVuWJ4HALw5N0FNl	0.34	0.233	7	-8.092	1	0.0428	0.571	0.698	0.085	0.213	171.649	110118	4	42	2020	5	spotify:album:1MeuOC5pbK1Nz0JPEeBl5j	spotify:artist:0txxG1RcOuVefWjrrMQn3G	43
spotify:track:0LO7f7ZJg871B8hLTRzrfB	0.566	0.412	5	-6.994	1	0.0267	0.681	0.017	0.0741	0.47	81.879	190453	4	71	2018	13	spotify:album:5h9FO7QRZMcrcnSYvihQ01	spotify:artist:69tiO1fG8VWduDl3ji2qhI	69
spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl	0.486	0.881	2	-5.623	0	0.0474	0.0244	0	0.429	0.667	144.997	480707	4	71	2007	12	spotify:album:3Id3VUk9jSKBD1guNo1buF	spotify:artist:0nmQIMXWTXfhgOBdNzhGOs	76
spotify:track:0LtOwyZoSNZKJWHqjzADpW	0.303	0.9	2	-2.352	0	0.0574	0.0277	0.635	0.11	0.491	149.508	192960	4	72	2012	12	spotify:album:3C2MFZ2iHotUQOSBzdSvM7	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:51EMSRpNm9Rg5rGViVCczv	0.467	0.461	1	-7.94	0	0.0274	0.368	0.00115	0.358	0.188	131.325	280187	4	64	2019	10	spotify:album:0Cuqhgy8vm96JEkBY3polk	spotify:artist:3Uqu1mEdkUJxPe7s31n1M9	63
spotify:track:0MHHAIjPAd3OSfBS3H0fPg	0.187	0.855	11	-4.316	0	0.0624	0.000531	0.0204	0.361	0.257	160.892	235400	3	63	2013	10	spotify:album:5T5NM01392dvvd4EhGrCnj	spotify:artist:4pejUc4iciQfgdX6OKulQn	71
spotify:track:38PTaSqKcn1NKafQRdXSby	0.49	0.464	1	-7.478	1	0.0284	0.381	0.894	0.0555	0.142	104.896	368547	3	67	2015	9	spotify:album:5tTmosmyV33wCiwniZc4Qs	spotify:artist:56ZTgzPBDge0OvCGgMO3OY	76
spotify:track:0MKGH8UMfCnq5w7nG06oM5	0.5	0.824	4	-5.846	0	0.0388	0.00016	0.00161	0.0916	0.539	120.125	218920	4	4	1991	40	spotify:album:2uEf3r9i2bnxwJQsxQ0xQ7	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:1ujxjsoNvh4XgS2fUNwkZ2	0.509	0.79	0	-7.105	0	0.0293	0.218	0.125	0.144	0.625	147.073	320467	4	67	2015	9	spotify:album:5tTmosmyV33wCiwniZc4Qs	spotify:artist:56ZTgzPBDge0OvCGgMO3OY	76
spotify:track:3YRCqOhFifThpSRFJ1VWFM	0.294	0.641	11	-9.316	1	0.0291	0.0163	0.22	0.112	0.226	79.759	536067	4	77	1991	16	spotify:album:0CxPbTRARqKUYighiEY9Sz	spotify:artist:3qm84nBOXUEQ2vnTfUTTFC	81
spotify:track:0MY3aXBhkIjQOB6xcsi0LL	0.487	0.591	8	-5.172	1	0.0419	0.526	0	0.187	0.413	83.348	332733	4	0	2018	12	spotify:album:5zMp4PkQzpVBsbifloD0wh	spotify:artist:33132SkzbRbOGL6fQBWHqQ	41
spotify:track:5JyJsAZyLTD7W5oWLeB0JK	0.49	0.466	1	-7.685	1	0.0284	0.364	0.888	0.0568	0.153	104.882	368547	3	75	2015	9	spotify:album:194CqC2Zi0kUFEPWedb3qr	spotify:artist:56ZTgzPBDge0OvCGgMO3OY	76
spotify:track:0MtVmhAx6CxNuxFIUc6Mj9	0.171	0.626	8	-8.677	1	0.0486	0.873	0.0252	0.0681	0.457	180.098	348893	3	0	2007	3	spotify:album:2CPgjTvNbPhOZndnvSXbfX	spotify:artist:6pmxr66tMAePxzOLfjGNcX	60
spotify:track:1rxoyGj1QuPoVi8fOft1Kt	0.328	0.249	2	-11.777	1	0.0272	0.754	0.00000577	0.134	0.162	81.257	165667	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0NdTUS4UiNYCNn5FgVqKQY	0.728	0.638	5	-6.455	0	0.0336	0.249	0	0.116	0.872	130.014	193030	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:3Z25k4ZF6QENy2d9YatsM5	0.37	0.515	2	-9.487	0	0.0321	0.0233	0.205	0.0966	0.42	115.732	467320	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0suLngfo7rJoetk7Ub6N8l	0.626	0.512	1	-9.15	0	0.0247	0.155	0.0000465	0.215	0.73	92.225	170720	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0PldjOTKRt45S9MrLnlwVM	0.676	0.641	9	-7.923	1	0.0296	0.267	0.262	0.119	0.352	84.97	241413	4	27	2013	15	spotify:album:5S4tasGYxpQuSEWLYvgyQp	spotify:artist:2Tz1DTzVJ5Gyh8ZwVr6ekU	61
spotify:track:0pNeVovbiZHkulpGeOx1Gj	0.396	0.338	0	-10.872	1	0.0304	0.198	0.00000262	0.138	0.377	133.522	182293	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0Re28d5ry1y6p7QV2KQB1z	0.435	0.185	6	-17.46	1	0.0321	0.947	0.849	0.17	0.199	58.958	114988	4	38	2019	7	spotify:album:7jprQbnbFyOAJL64Jc7HmU	spotify:artist:7jOY91ZU7kn86slH3fBbaD	57
spotify:track:2EqlS6tkEnglzr7tkKAAYD	0.533	0.376	9	-11.913	0	0.0393	0.0302	0.248	0.0926	0.187	165.007	259947	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0SzvmWfOhoxZVGrmvb56YL	0.462	0.595	2	-9.363	1	0.0347	0.215	0	0.184	0.64	113.719	152613	4	61	2006	3	spotify:album:219r3vm32Uzj5Ef7lu9aKw	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:1ixbwbeBi5ufN4noUKmW5a	0.447	0.848	2	-6.175	1	0.222	0.033	0.0000746	0.65	0.485	172.253	205200	4	69	2007	12	spotify:album:2xoj2gYed3IYmGWn3owSfu	spotify:artist:0QJIPDAEDILuo8AIq3pMuU	69
spotify:track:0UtnpKaReKUg2GquaSxCyD	0.716	0.531	7	-7.355	1	0.122	0.0703	0	0.224	0.344	71.994	386907	4	73	2012	17	spotify:album:748dZDqSZy6aPXKcI9H80u	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:3JLrri1xSCui3bzITDJbkk	0.336	0.318	0	-11.412	1	0.0263	0.317	0.0716	0.111	0.24	79.66	459094	4	64	1973	8	spotify:album:0GqpoHJREPp0iuXK3HzrHk	spotify:artist:36QJpDe2go2KgaRleHCDTp	79
spotify:track:0V5cvmTKsYmF5FmGGEAfmS	0.303	0.187	2	-16.757	1	0.0356	0.989	0.489	0.101	0.213	132.731	160853	4	76	2010	1	spotify:album:7KPvATOyLVFbV6UR6DujF8	spotify:artist:7bPs6jf983f0bjRAt1yxDM	74
spotify:track:1Y3LN4zO1Edc2EluIoSPJN	0.551	0.55	10	-5.339	1	0.0286	0.777	0	0.202	0.342	101.19	176440	3	84	2022	1	spotify:album:7ARtQpvnPN2ucbmVHngLOs	spotify:artist:5XKFrudbV4IiuE5WuTPRmT	82
spotify:track:0VNzEY1G4GLqcNx5qaaTl6	0.419	0.085	7	-19.387	1	0.0362	0.908	0.00000533	0.34	0.458	91.509	243493	3	70	1971	10	spotify:album:10jsW2NYd9blCrDITMh2zS	spotify:artist:1gRNBaI4yn6wCCTvRhGWh8	65
spotify:track:4t2OeILB07eMGTXSUbMPEu	0.757	0.598	11	-7.777	1	0.058	0.0904	0.551	0.15	0.18	124.951	210233	4	85	2021	16	spotify:album:0JGOiO34nwfUdDrD612dOp	spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH	90
spotify:track:0WsYgBmIECcY16YYiAenCi	0.492	0.428	10	-8.693	0	0.0474	0.354	0.0666	0.114	0.291	174.292	437933	4	59	2022	8	spotify:album:0PUdc9WBtlyjG9Ba9DPmKa	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:19K3lUMJmOdeuOBTrbLm19	0.549	0.859	5	-3.993	1	0.0361	0.0964	0.0000236	0.322	0.69	77.013	250773	4	75	2007	10	spotify:album:6mm1Skz3JE6AXneya9Nyiv	spotify:artist:0SwO7SWeDHJijQ3XNS7xEE	76
spotify:track:0X4CiBGl8clZNBkYNxo6e0	0.218	0.441	2	-7.713	1	0.0345	0.981	0.242	0.696	0.112	112.27	223693	4	23	2015	17	spotify:album:26GNxJ7RAWqGQ127XZddT1	spotify:artist:4ZictkeTQIaOXsBZdDl1Ei	24
spotify:track:27hhIs2fp6w06N5zx4Eaa5	0.413	0.313	7	-13.138	1	0.0519	0.791	0.0000015	0.0727	0.349	92.515	194427	4	63	1968	12	spotify:album:0JJMI060q086v9ul5gHdey	spotify:artist:1bs7HoMkSyQwcobCpE9KpN	69
spotify:track:0YJ9FWWHn9EfnN0lHwbzvV	0.462	0.832	11	-6.085	0	0.0479	0.108	0.00416	0.0741	0.807	165.653	248893	4	75	2007	10	spotify:album:5vkqYmiPBYLaalcmjujWxK	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5TTGoX70AFrTvuEtqHK37S	0.505	0.698	0	-5.563	1	0.0297	0.33	0.0887	0.0966	0.599	115.013	243132	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:0Z57YWES04xGh3AImDz6Qr	0.417	0.686	7	-6.484	1	0.0373	0.0955	0.0287	0.0989	0.625	204.113	189293	4	61	2016	1	spotify:album:75614DWrksimeV4oXUhaYP	spotify:artist:2kGBy2WHvF0VdZyqiVCkDT	64
spotify:track:0ZA43HPPeTVV7hPoFlLeR2	0.658	0.388	11	-9.932	1	0.0373	0.711	0.168	0.174	0.715	141.078	225532	4	10	2016	1	spotify:album:3HZNi3qWzDGjm4FZgfFY9S	spotify:artist:5CXdWANGwYYRPClH6hhC0P	58
spotify:track:7nzsY8vlnKdvGOEE0rjAXZ	0.579	0.558	2	-6.986	1	0.0895	0.0202	0.00000126	0.212	0.506	179.949	207357	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:0aym2LBJBk9DAYuHHutrIl	0.386	0.607	10	-7.7	1	0.0261	0.0112	0.0000138	0.088	0.532	147.207	425653	4	77	2000	27	spotify:album:7vEJAtP3KgKSpOHVgwm3Eh	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:2fyIS6GXMgUcSv4oejx63f	0.634	0.599	2	-5.447	1	0.0365	0.0288	0	0.197	0.312	112.215	175440	4	76	2006	13	spotify:album:50Zz8CkIhATKUlQMbHO3k1	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:0c4IEciLCDdXEhhKxj4ThA	0.502	0.417	10	-7.665	1	0.0718	0.127	0.00419	0.106	0.218	180.301	281040	4	66	2012	13	spotify:album:3KuXEGcqLcnEYWnn3OEGy0	spotify:artist:12Chz98pHFMPJEknJQMWvI	78
spotify:track:1SKPmfSYaPsETbRHaiA18G	0.448	0.665	9	-4.203	1	0.026	0.06	0.0000255	0.0828	0.304	172.004	237147	4	78	2004	12	spotify:album:0MlTOiC5ZYKFGeZ8h3D4rd	spotify:artist:53A0W3U0s8diEn9RhXQhVz	75
spotify:track:0cjEeXxL95rqQH58gyqsCB	0.467	0.0274	10	-19.007	1	0.063	0.99	0.847	0.0967	0.131	66.125	79624	3	66	2017	26	spotify:album:4XgGOMRY7H4hl6OQi5wb2Z	spotify:artist:13kMpt8IdcHcdxPLcJrgU2	61
spotify:track:6ft9PAgNOjmZ2kFVP7LGqb	0.575	0.764	4	-7.448	1	0.0746	0.566	0.0000107	0.0692	0.536	123.821	203240	4	65	2003	20	spotify:album:0NUEQILaBzavnzcMEs4buZ	spotify:artist:3CDKmzJu6uwEGnPLLZffpD	64
spotify:track:0fOjUafaAhJV16oRBgCtz7	0.376	0.41	2	-11.452	1	0.034	0.753	0.000543	0.234	0.171	100.031	234053	3	49	1997	12	spotify:album:56YzQ0dhmRMDryZsrjdHun	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:4rHZZAmHpZrA3iH5zx8frV	0.574	0.512	5	-6.664	0	0.0503	0.234	0	0.0946	0.512	76.899	484147	4	71	2013	12	spotify:album:0O82niJ0NpcptYRxogeEZu	spotify:artist:31TPClRtHm23RisEBtV3X7	82
spotify:track:0fX4oNGBWO3dSGUZcVdVV2	0.79	0.67	1	-5.527	1	0.105	0.377	0.00000232	0.119	0.408	139.956	195950	4	86	2022	19	spotify:album:79ONNoS4M9tfIA1mYLBYVX	spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg	91
spotify:track:6CKoWCWAqEVWVjpeoJXyNH	0.537	0.373	6	-10.081	0	0.0331	0.691	0.000915	0.083	0.244	83.936	279227	4	70	1993	12	spotify:album:5kV0KBXfELibs6qQJLmOtg	spotify:artist:0Ty63ceoRnnJKVEYP0VQpk	73
spotify:track:0fpoU64eUOF6Jjwom1zkNY	0.41	0.605	2	-7.086	1	0.0416	0.0115	0.111	0.353	0.198	138.097	227573	4	28	2020	10	spotify:album:46dlDLeylWSLOno6uGDwZy	spotify:artist:62TZuRSv7K8KK5BmL90K32	36
spotify:track:0gzqZ9d1jIKo9psEIthwXe	0.536	0.928	11	-6.492	0	0.0589	0.0154	0.00134	0.2	0.389	136.258	248400	4	68	2000	12	spotify:album:7a5U0GPoAvT3gvEY66FRuN	spotify:artist:51Blml2LZPmy7TTiAg47vQ	80
spotify:track:389QX9Q1eUOEZ19vtzzI9O	0.453	0.654	4	-8.855	0	0.0317	0.0205	0.00395	0.172	0.702	115	285000	4	76	1968	30	spotify:album:1klALx0u4AavZNEvC4LrTL	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0i19MAZbyn8uTir7FprXId	0.399	0.467	5	-11.763	1	0.0284	0.303	0.0186	0.124	0.525	75.601	445187	4	60	1970	75	spotify:album:2ny1rPsLOoKNFZhMLubMrs	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:0iTpQYzJnYgh7kIxyq8A2O	0.537	0.712	5	-5.597	1	0.0286	0.289	0.00568	0.08	0.704	159.871	243160	4	58	2009	12	spotify:album:6FIFqclBriPCb0SjWDaHIk	spotify:artist:2Jv5eshHtLycR6R8KQCdc4	58
spotify:track:6EOKwO6WaLal58MSsi6U4W	0.521	0.301	4	-7.118	0	0.0356	0.836	0	0.398	0.621	137.382	125227	4	63	2014	15	spotify:album:0XRZpF083HqgygM0v1hQyE	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:0jBE7Fn78EAvmIs3dCd6GO	0.667	0.692	5	-8.361	1	0.0285	0.147	0.0000375	0.349	0.846	96.022	151333	4	67	2001	11	spotify:album:2k8KgmDp9oHrmu0MIj4XDE	spotify:artist:0epOFNiUfyON9EYx7Tpr6V	78
spotify:track:75JFxkI2RXiU7L9VXzMkle	0.557	0.442	5	-7.224	1	0.0243	0.731	0.0000146	0.11	0.213	146.277	309600	4	81	2002	11	spotify:album:0RHX9XECH8IVI3LNgWDpmQ	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
spotify:track:0lheBnCG6GonaIsznGzGUI	0.495	0.333	7	-9.3	0	0.0294	0.929	0.0178	0.125	0.103	125.62	193291	3	59	2020	30	spotify:album:5jTYZA6b4VoSRnR5TMldgb	spotify:artist:0ZMWrgLff357yxLyEU77a1	55
spotify:track:4JJ5zGKnb1IpERyBrfmb1y	0.525	0.472	5	-8.018	1	0.0255	0.156	0.00000439	0.29	0.116	138.39	351400	4	81	2002	11	spotify:album:0RHX9XECH8IVI3LNgWDpmQ	spotify:artist:4gzpq5DPGxSnKTe4SA8HAU	90
