uri	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	album_popularity	release_date	total_tracks	album_uri	artist_uri	artist_popularity
spotify:track:59yrts1mp90szqVDEf7o2S	0.59	0.683	10	-7.868	0	0.0364	0.571	0.0012	0.351	0.552	82.003	234620	4	53	2011	10	spotify:album:5InIzc3p2f9FRErhzNUPTi	spotify:artist:3PpjqSKBer3obW6lDflOBx	52
spotify:track:5AIYDx0HUjra5Bn0vZtjmd	0.475	0.459	5	-10.261	1	0.0267	0.149	0.00000143	0.561	0.537	100.113	254295	4	0	1972	11	spotify:album:0745mDdMqet9J5nO5x7IQS	spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy	80
spotify:track:6xPkf69rcfWM0Jfll6V3uo	0.501	0.551	9	-7.567	1	0.0336	0.314	0.433	0.641	0.0681	117.277	251733	4	1	2013	6	spotify:album:4p8FxnuYzykCcN7xbjA9jq	spotify:artist:3HrczLBDJXJu6dJWEMbKHa	38
spotify:track:5gOFmjUz109sB4QuNhxuol	0.233	0.322	1	-14.826	1	0.041	0.953	0.924	0.303	0.495	76.376	187716	4	0	2021	1	spotify:album:6En85Cop0o4zRS6YEponNV	spotify:artist:6ZHBhbKYNQ61IrUcAVNhMK	0
spotify:track:6kvJuHxn3BrRhFxLrBEt8c	0.394	0.751	0	-7.235	1	0.0269	0.141	0.124	0.212	0.635	164.27	254867	4	2	2018	11	spotify:album:4qftBBO7pnYlek3mRENIvM	spotify:artist:56ZTgzPBDge0OvCGgMO3OY	76
spotify:track:5ikMA32HfXKQJrxDdpLkYJ	0.515	0.328	7	-9.486	1	0.0475	0.496	0.0432	0.0798	0.335	134.016	408373	4	44	2014	12	spotify:album:7D8AeZSOdO2eO2Htuyubd8	spotify:artist:5EDkJDlRNcMs3ewliB24QA	41
spotify:track:5FVd6KXrgO9B3JPmC8OPst	0.548	0.532	5	-7.596	1	0.0323	0.186	0.000263	0.217	0.405	85.03	272394	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:5GXAXm5YOmYT0kL5jHvYBt	0.773	0.819	0	-5.946	0	0.118	0.426	0	0.0679	0.585	92.99	269187	4	85	2016	18	spotify:album:4AdZV63ycxFLF6Hcol0QnB	spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ	98
spotify:track:5jafMI8FLibnjkYTZ33m0c	0.418	0.383	4	-11.782	1	0.0257	0.0718	0.0177	0.0896	0.352	87.773	257480	4	0	1995	12	spotify:album:500FEaUzn8lN9zWFyZG5C2	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5GbVzc6Ex5LYlLJqzRQhuy	0.365	0.273	4	-16.526	0	0.038	0.94	0.431	0.109	0.238	132.285	248960	5	62	2017	1	spotify:album:4wB3cRpb4YfnNyJORQe3Om	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:5gz38AxRkD6Ywxd4fr2pLj	0.488	0.453	4	-11.562	0	0.0304	0.314	0.691	0.179	0.129	138.077	253853	4	0	1995	12	spotify:album:500FEaUzn8lN9zWFyZG5C2	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:6EFJgBGmRhv6HDeM8AW3Re	0.312	0.268	2	-11.875	0	0.0351	0.88	0.918	0.0699	0.175	136.005	212975	4	25	2016	13	spotify:album:7LiqPtso7qKeFiuPUYJBAj	spotify:artist:7IzAjoycfh06woYfGHEC36	19
spotify:track:5I6y1KWmUoV5YCaIEcs1qs	0.571	0.172	7	-20.7	1	0.0318	0.979	0.275	0.124	0.297	90.972	307698	4	0	2015	11	spotify:album:0U8DeqqKDgIhIiWOdqiQXE	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:5QLHGv0DfpeXLNFo7SFEy1	0.767	0.787	3	-9.897	1	0.0331	0.0163	0.583	0.0513	0.964	126.879	266200	4	76	1995	92	spotify:album:55RhFRyQFihIyGf61MgcfV	spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i	75
spotify:track:5O8L4I2S4izFGDjvP7xAKv	0.289	0.716	5	-6.53	0	0.106	0.0407	0.00123	0.135	0.344	168.049	217000	4	70	2002	14	spotify:album:5zBPRXCAc801vyHWoRurNZ	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:6xdLJrVj4vIXwhuG8TMopk	0.599	0.761	0	-6.887	1	0.0421	0.713	0.00000474	0.349	0.712	77.015	163373	4	77	1980	10	spotify:album:58alCatewkjNm9IM1Ucj67	spotify:artist:1dfeR4HaWDbWqFHLkxsg1d	87
spotify:track:5vdp5UmvTsnMEMESIF2Ym7	0.933	0.528	5	-6.472	0	0.161	0.112	0.312	0.163	0.754	109.967	214653	4	77	1980	10	spotify:album:58alCatewkjNm9IM1Ucj67	spotify:artist:1dfeR4HaWDbWqFHLkxsg1d	87
spotify:track:7l5nkTZpoD93OkynN0gcon	0.415	0.132	7	-18.839	1	0.0353	0.94	0.137	0.113	0.122	169.006	336760	4	72	1993	10	spotify:album:5K18gTgac0q6Jma5HkV1vA	spotify:artist:37w38cCSGgKLdayTRjna4W	68
spotify:track:5SdmtFbNOD7Qej6jFCHkOM	0.338	0.289	0	-13.479	1	0.0366	0.834	0.344	0.0966	0.226	121.857	129680	3	0	2007	10	spotify:album:7eyQXxuf2nGj9d2367Gi5f	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:7hdyHn4gvcSGlb6Enm0au2	0.717	0.462	0	-9.802	1	0.033	0.567	0.29	0.11	0.357	118.286	235072	4	33	2014	10	spotify:album:5SdHz83I9E5WORnJd0TPoZ	spotify:artist:3cwKDuj7rWyhvCM4lMTDps	27
spotify:track:5VgoYN2PNwcRIbxCzmeri0	0.66	0.606	0	-11.409	0	0.0266	0.557	0.00547	0.0987	0.77	116.007	379920	4	54	2019	10	spotify:album:6gnNCtxxhwKTYGIDVqeMUd	spotify:artist:41Nu7NgAj9rJxjj7JDuXrV	49
spotify:track:5XeFesFbtLpXzIVDNQP22n	0.464	0.417	0	-9.345	0	0.0256	0.136	0.022	0.0974	0.479	67.528	183956	4	91	2013	12	spotify:album:78bpIziExqiI9qztvNFlQu	spotify:artist:7Ln80lUS6He07XvHI8qqHH	89
spotify:track:7w87IxuO7BDcJ3YUqCyMTT	0.733	0.71	5	-5.849	0	0.0292	0.145	0.115	0.0956	0.965	127.975	239600	4	76	2011	10	spotify:album:7Kmmw7Z5D2UD5MVwdm10sT	spotify:artist:7gP3bB2nilZXLfPHJhMdvc	73
spotify:track:5by3w3NXvwDpV9FBSOR35u	0.201	0.777	1	-10.167	1	0.0705	0.304	0.78	0.0981	0.235	145.733	433573	4	66	1967	11	spotify:album:4xwx0x7k6c5VuThz5qVqmV	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:6GCWqj9LIltAq1WRCWSUc8	0.232	0.937	4	-4.141	1	0.0998	0.00389	0	0.516	0.296	178.431	210507	4	48	2009	20	spotify:album:5nKs4LNpHgz0xggy0piMCK	spotify:artist:7oPftvlwr6VrsViSDV7fJY	81
spotify:track:75WFyYrXPMAWyN6jOBB7IC	0.651	0.493	5	-9.113	1	0.0286	0.213	0.538	0.188	0.719	168.544	187680	4	51	2003	27	spotify:album:68P7oIUK327pt5tDIZJd63	spotify:artist:7MhMgCo0Bl0Kukl93PZbYS	71
spotify:track:5gDWsRxpJ2lZAffh5p7K0w	0.715	0.47	5	-12.638	0	0.0772	0.353	0.0923	0.104	0.426	89.965	111627	4	85	2016	18	spotify:album:4AdZV63ycxFLF6Hcol0QnB	spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ	98
spotify:track:5hM5arv9KDbCHS0k9uqwjr	0.621	0.873	5	-3.067	0	0.0369	0.0406	0.0000091	0.0824	0.873	97.96	237800	4	77	2020	12	spotify:album:31qVWUdRrlb8thMvts0yYL	spotify:artist:5INjqkS1o8h1imAzPqGZBb	82
spotify:track:6UFvGJalSngqprmUJd59Eo	0.295	0.15	1	-10.243	0	0.0325	0.794	0.208	0.103	0.131	137.393	191000	4	0	2001	11	spotify:album:6V9YnBmFjWmXCBaUVRCVXP	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5k7VKj1Xwy5DjO4B0PdAOb	0.537	0.342	4	-9.785	1	0.0338	0.833	0.6	0.0856	0.156	128.331	255387	3	0	2007	10	spotify:album:7eyQXxuf2nGj9d2367Gi5f	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5nrkdXtXyya3ELvE6Bucje	0.745	0.352	6	-7.198	0	0.049	0.0371	0.749	0.127	0.268	169.977	159121	4	39	2019	14	spotify:album:48hLO6DyflUOXESgg64zOA	spotify:artist:7daSp9zXk1dmqNxwKFkL35	58
spotify:track:6FhqMiFC6PPYXihpGTFNMC	0.154	0.447	4	-8.797	0	0.0292	0.557	0.912	0.108	0.12	149.423	199334	3	0	2016	1	spotify:album:6xEJ4AkNz1FFNmDT2rbEjM	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:6dsq7Nt5mIFzvm5kIYNORy	0.6	0.853	1	-7.584	1	0.0423	0.0489	0.346	0.0934	0.847	94.457	237293	4	0	2007	10	spotify:album:7eyQXxuf2nGj9d2367Gi5f	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:5vSPLdxRqbiGtO1NG8sZGW	0.498	0.248	10	-15.814	1	0.0265	0.817	0.124	0.123	0.623	102.683	201867	4	45	2000	13	spotify:album:6zYPUszlWKpEDBJnRxjcWL	spotify:artist:3xZBpeXHkSjTKQIR1OeKN0	45
spotify:track:64SIlhd3BaHCCMSfajXG7l	0.546	0.867	11	-4.235	0	0.0354	0.0256	0.000229	0.221	0.189	127.988	322040	4	69	1994	11	spotify:album:7yQtjAjhtNi76KRu05XWFS	spotify:artist:3nnQpaTvKb5jCQabZefACI	65
spotify:track:66w5OYw2ja8lnmaA3Ns0PU	0.256	0.641	1	-10.283	1	0.0552	0.199	0.0329	0.0853	0.382	203.006	281160	4	72	1993	12	spotify:album:7wOOA7l306K8HfBKfPoafr	spotify:artist:6olE6TJLqED3rqDCT0FyPh	83
spotify:track:7KxlQrTePk82UyI1Daz2Cr	0.324	0.166	9	-17.732	1	0.038	0.911	0.0974	0.101	0.169	134.915	182333	4	68	2009	13	spotify:album:06UoTVgpPiGnRPGjowrG3g	spotify:artist:5sXaGoRLSpd7VeyZrLkKwt	68
spotify:track:6Jv7kjGkhY2fT4yuBF3aTz	0.387	0.595	2	-5.67	1	0.0389	0.361	0.000011	0.174	0.151	119.38	404213	3	69	1994	11	spotify:album:7yQtjAjhtNi76KRu05XWFS	spotify:artist:3nnQpaTvKb5jCQabZefACI	65
spotify:track:6Mnu0OfNYx4rEiXb0bx0mo	0.177	0.0975	2	-15.635	0	0.0438	0.933	0.000595	0.0829	0.0396	179.931	233987	1	0	2005	22	spotify:album:0j0elxqaiOhRDJVpC9IZay	spotify:artist:4MXUO7sVCaFgFjoTI5ox5c	73
spotify:track:6fyI2QGPzUiqRHnuYD7oOp	0.453	0.295	4	-16.465	0	0.0354	0.889	0.861	0.256	0.273	169.851	217013	3	66	2017	26	spotify:album:4XgGOMRY7H4hl6OQi5wb2Z	spotify:artist:13kMpt8IdcHcdxPLcJrgU2	61
spotify:track:6OYgojkjpbeWRUCrwIsZ4R	0.396	0.555	11	-7.781	1	0.0305	0.676	0.791	0.161	0.351	74.477	266027	4	0	2011	9	spotify:album:5o6rAfcrvCMOE2Xdu1SHIz	spotify:artist:6pmxr66tMAePxzOLfjGNcX	60
spotify:track:6OgWHP8rRXiq7VMaryVaVo	0.433	0.725	0	-7.296	1	0.0244	0.12	0.0000434	0.225	0.376	89.059	261360	4	72	1997	13	spotify:album:52AeC4gwbxDfFlLHgK1ByD	spotify:artist:2cGwlqi3k18jFpUyTrsR84	68
spotify:track:6ZXoX3GiljGiuQpGCjWJI3	0.354	0.668	4	-7.9	1	0.0392	0.461	0.721	0.159	0.372	118.54	449373	4	0	2010	11	spotify:album:1HUMjB15ARg96KIypcGzYY	spotify:artist:38zTZcuN7nFvVJ6auhc6V3	53
spotify:track:6dGnYIeXmHdcikdzNNDMm2	0.557	0.54	9	-10.484	1	0.0347	0.0339	0.00248	0.179	0.394	129.171	185733	4	80	1969	17	spotify:album:0ETFjACtuP2ADo6LFhL6HN	spotify:artist:3WrFJ7ztbogyGnTHbHJFl2	86
spotify:track:6mib3N4E8PZHAGQ3xy7bho	0.56	0.605	11	-11.209	0	0.0348	0.0408	0.000162	0.0585	0.756	144.478	279693	4	73	1972	11	spotify:album:48D1hRORqJq52qsnUYZX56	spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy	80
spotify:track:6iLzFJhs4ATwJn7P1utZIJ	0.273	0.102	0	-16.843	0	0.0494	0.903	0.721	0.268	0.0583	120.378	589095	4	59	2016	26	spotify:album:7bBlW6L9r3ICFkbf2WRDXL	spotify:artist:1hCkSJcXREhrodeIHQdav8	70
spotify:track:6kh7ySeueeG6ojSbChAAo2	0.483	0.244	7	-15.25	1	0.0319	0.323	0.625	0.113	0.119	102.577	441173	4	0	2000	10	spotify:album:3v7tUWRIJsQ0BaYGntOJbZ	spotify:artist:4jSYHcSo85heWskYvAULio	46
spotify:track:6mFkJmJqdDVQ1REhVfGgd1	0.481	0.262	7	-15.73	1	0.0414	0.735	0.0114	0.832	0.375	122.861	334744	4	71	1975	5	spotify:album:0bCAjiUamIFqKJsekOYuRw	spotify:artist:0k17h0D3J5VfsdmQ1iZtE9	82
spotify:track:7Jh1bpe76CNTCgdgAdBw4Z	0.489	0.758	7	-6.491	1	0.0297	0.000678	0.49	0.092	0.435	112.113	371413	4	68	1977	10	spotify:album:4I5zzKYd2SKDgZ9DRf5LVk	spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy	80
spotify:track:78lWY65Wh8fg89xFHjGAic	0.489	0.56	2	-8.801	1	0.0293	0.395	0.339	0.15	0.0727	124.264	417227	3	0	2001	8	spotify:album:0P4afWjUST5svG2UKHzQHb	spotify:artist:34UhPkLbtFKRq3nmfFgejG	53
spotify:track:6smJCC2En1iEuN3b9ZQnLX	0.19	0.702	7	-7.223	1	0.034	0.0557	0.0228	0.13	0.358	107.8	413172	4	0	2017	8	spotify:album:4nSWX5A4xVomzrOEGDKLQ6	spotify:artist:72X6FHxaShda0XeQw3vbeF	62
spotify:track:7uIyzCZKGk9K2EXnb3BtrR	0.481	0.692	7	-9.964	1	0.0305	0.232	0.0173	0.149	0.567	144.991	105852	3	66	2017	26	spotify:album:4XgGOMRY7H4hl6OQi5wb2Z	spotify:artist:13kMpt8IdcHcdxPLcJrgU2	61
spotify:track:7McZS9J6h0SKoZBR6cfcFe	0.369	0.465	5	-9.017	1	0.0277	0.0211	0.6	0.109	0.177	94.435	290617	4	0	2017	10	spotify:album:5OVcAB06ttNop0LKRUUKKD	spotify:artist:1QAJqy2dA3ihHBFIHRphZj	83
spotify:track:7D81EAc9Gk4vXdyOuQHxRo	0.417	0.289	11	-12.173	1	0.0324	0.0101	0.933	0.0989	0.055	129.739	308133	5	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:7MdeY7qcOfzpVL1jyaWWuP	0.643	0.777	1	-7.241	1	0.0375	0.0652	0.0434	0.313	0.733	128.269	223413	4	0	2019	12	spotify:album:3uqDi2osUi7ASUu2uGIeys	spotify:artist:6pmxr66tMAePxzOLfjGNcX	60
spotify:track:7sReVMQAn2dkBi0l9Es5Tv	0.621	0.421	10	-11.834	1	0.0286	0.677	0.351	0.0615	0.318	129.958	245133	4	0	2006	7	spotify:album:4VqdDLmLf2RJtWwVUEwX9C	spotify:artist:4tOVIRjlWWfR1RrAxyRqTE	56
spotify:track:2EW4Wu7bZhEyHd8LzJR1DU	0.132	0.302	8	-12.36	0	0.0397	0.583	0.639	0.188	0.0368	144.69	398307	4	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:6XK3WnoU6grqxGaE0ndlp0	0.402	0.53	4	-8.755	1	0.0448	0.341	0.0812	0.533	0.126	129.632	156040	4	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:4MUjdrWSsyQgJnK8KeumgW	0.47	0.813	7	-6.78	1	0.0366	0.0467	0.424	0.717	0.164	114.978	490067	4	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:7N0osVtma3QzvMOfVbdSL8	0.527	0.242	6	-13.546	1	0.0314	0.94	0.0447	0.114	0.112	143.854	232027	4	0	2014	4	spotify:album:3LswjrPFDG7HHpGONtmDab	spotify:artist:0rZp7G3gIH6WkyeXbrZnGi	74
spotify:track:6byLrvbXmnUMdMWmSBgjKX	0.446	0.744	9	-7.622	1	0.0394	0.372	0.114	0.12	0.186	81.548	289427	4	65	2018	12	spotify:album:5K7PZiOlAn8sxxhh0QTFuJ	spotify:artist:5sXaGoRLSpd7VeyZrLkKwt	68
spotify:track:3xKsf9qdS1CyvXSMEid6g8	0.545	0.545	9	-7.362	1	0.107	0.667	0.0000548	0.417	0.549	159.94	184516	3	85	2016	17	spotify:album:3mH6qwIy9crq0I9YQbOuDf	spotify:artist:2h93pZq0e7k5yf4dywlkpM	86
spotify:track:7MRSAhuQAF4LTZ0mHaxn8r	0.378	0.533	5	-6.736	1	0.0288	0.255	0.000592	0.0978	0.229	138.43	240511	4	53	2011	14	spotify:album:29ZKbZ3dVnr1vlTasCtzYG	spotify:artist:3rIZMv9rysU7JkLzEaC5Jp	70
spotify:track:11bD1JtSjlIgKgZG2134DZ	0.563	0.592	9	-4.571	1	0.0276	0.209	0.0000508	0.132	0.136	104.016	267933	4	12	2006	11	spotify:album:6fb7z9rBdrjzpBTg1R1Bwp	spotify:artist:3rIZMv9rysU7JkLzEaC5Jp	70
spotify:track:1bGas968flWbyqIdVqlHt4	0.505	0.493	6	-9.321	0	0.0333	0.0357	0.00383	0.343	0.138	124.261	274813	4	53	2002	12	spotify:album:5ieP11rJQvuYz0Ov3k03cy	spotify:artist:3vbKDsSS70ZX9D2OcvbZmS	67
spotify:track:0rlfGg5Ym6J9AA97ah7voH	0.473	0.217	1	-15.662	0	0.032	0.989	0.905	0.134	0.441	151.002	201768	3	0	2018	25	spotify:album:0nZg85VbGkPcr7zQ6EsJKa	spotify:artist:4CvTDPKA6W06DRfBnZKrau	59
spotify:track:3kAAZxqahUU8GfY7tqtYoT	0.464	0.524	6	-9.682	0	0.033	0.53	0.00349	0.104	0.181	162.519	397160	4	50	1980	12	spotify:album:1FFpEn1rjlucjU5L5JXggy	spotify:artist:3CkvROUTQ6nRi9yQOcsB50	70
spotify:track:2BndJYJQ17UcEeUFJP5JmY	0.81	0.591	8	-13.385	1	0.0638	0.414	0.799	0.072	0.297	136.028	297775	4	58	2010	14	spotify:album:1F8y2bg9V9nRoy8zuxo3Jt	spotify:artist:6FXMGgJwohJLUSr5nVlf9X	66
spotify:track:4aUCovTNe98WnwE6AIl0pU	0.378	0.409	2	-11.468	1	0.0337	0.753	0.000528	0.234	0.184	100.087	234053	3	0	1997	47	spotify:album:4GMgNPA4fMv3U0QQsdRLJk	spotify:artist:6DKmuXxXASTF6xaJwcTfjv	47
spotify:track:5AMrnF761nziCWUfjBgRUI	0.633	0.49	10	-7.668	1	0.0255	0.395	0.0000692	0.0886	0.66	132.178	280107	3	58	1998	14	spotify:album:1zOxlHQGGV6EH7n4OIFTyh	spotify:artist:2ApaG60P4r0yhBoDCGD8YG	66
spotify:track:0MUh20kYFOG1vN8R6GEAnR	0.55	0.603	0	-13.479	1	0.044	0.303	0.71	0.126	0.472	104.98	250760	4	0	2004	7	spotify:album:2kDz8nWLPl3jmrO3xeFUXL	spotify:artist:2cCUtGK9sDU2EoElnk0GNB	69
spotify:track:33HRECrmuelZxOpid6XTNX	0.276	0.449	4	-11.428	1	0.0375	0.00782	0.783	0.108	0.278	101.687	230987	4	65	1993	10	spotify:album:53eHm1f3sFiSzWMaKOl98Z	spotify:artist:72X6FHxaShda0XeQw3vbeF	62
spotify:track:11607FzqoipskTsXrwEHnJ	0.506	0.442	5	-13.268	0	0.0276	0.0869	0.00239	0.0846	0.532	105.826	175893	4	66	1967	11	spotify:album:4xwx0x7k6c5VuThz5qVqmV	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:4PINSJIlBWsnVeveicq1S8	0.609	0.295	7	-14.933	1	0.0328	0.176	0.00000186	0.0859	0.279	108.976	134040	4	66	1967	11	spotify:album:4xwx0x7k6c5VuThz5qVqmV	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:29engDqjmMr3VLqMm0c0WE	0.225	0.618	8	-9.922	0	0.0331	0.00137	0.616	0.079	0.567	144.724	312253	4	66	1967	11	spotify:album:4xwx0x7k6c5VuThz5qVqmV	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:4I5kQyAYTvwHEIiZIP8B2j	0.329	0.328	7	-12.02	1	0.0385	0.733	0.89	0.114	0.0737	104.26	287107	4	0	2013	10	spotify:album:7cReNgYN2wNYsj78NB67ut	spotify:artist:5hAhrnb0Ch4ODwWu4tsbpi	59
spotify:track:2Kz0UMkr3ThKzwmZd73rPA	0.623	0.0961	5	-16.62	1	0.0307	0.956	0.0000397	0.102	0.26	82.436	341839	4	34	1995	55	spotify:album:0OGocPikh1YO3mnVKfBOxk	spotify:artist:1nJvji2KIlWSseXRSlNYsC	66
spotify:track:1w8QCSDH4QobcQeT4uMKLm	0.354	0.302	9	-13.078	1	0.0326	0.59	0.0709	0.111	0.223	123.753	244285	4	0	2007	8	spotify:album:36lJLPoPPOKNFddTAcirnc	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:3OsUjkcv1C1v5udFhgRSFg	0.306	0.872	2	-7.313	1	0.05	0.00792	0.8	0.261	0.648	167.946	287880	4	0	1997	12	spotify:album:7dxKtc08dYeRVHt3p9CZJn	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
spotify:track:2nTsKOXIVGDf2iPeVQO2Gm	0.252	0.849	5	-6.501	1	0.0581	0.0377	0.00592	0.0545	0.194	163.704	387213	4	0	1997	12	spotify:album:7dxKtc08dYeRVHt3p9CZJn	spotify:artist:4Z8W4fKeB5YxbusRsdQVPb	82
